128 
 302094	 331097	 332820	 318553	 305055	 318465	 303334	 311078	 309625	 333113	 325317	 287467	 338796	 314619	 323334	 321859	 332587	 313411	 332751	 331375	 262929	 326205	 342891	 288325	 336577	 294311	 314165	 335264	 318342	 320195	 303473	 326800	 328309	 330179	 297937	 338276	 322640	 285851	 353273	 321299	 306539	 325057	 308724	 313992	 331584	 345229	 314835	 317077	 333647	 328114	 317133	 348730	 313002	 333232	 299659	 307800	 314498	 319480	 336021	 316810	 318770	 327393	 342805	 310635	 289899	 310454	 312519	 314276	 316494	 291070	 324125	 297931	 296232	 340670	 321457	 293182	 336449	 314468	 314327	 320304	 333871	 306160	 300976	 291067	 309053	 337629	 299074	 302762	 294024	 326859	 323792	 321783	 342828	 301132	 340854	 304897	 312994	 320966	 281963	 315804	 355219	 283156	 319350	 359127	 322775	 313285	 337902	 309201	 335180	 314106	 293459	 310295	 354315	 340854	 297142	 303799	 283894	 305088	 283637	 318989	 314208	 352178	 323038	 294642	 313001	 306995	 307935	 318541	
 306954	 327537	 314284	 307745	 311420	 317721	 285494	 301608	 317756	 323232	 329291	 309331	 323294	 306345	 334807	 303144	 338221	 291798	 310566	 334846	 269456	 302317	 306093	 275295	 326346	 260021	 296086	 333596	 305467	 327966	 304621	 305525	 341259	 323071	 295936	 316771	 315099	 300779	 338115	 307113	 290456	 317286	 307389	 326402	 320373	 339249	 288270	 283056	 320445	 320207	 305521	 362729	 298042	 321932	 308022	 287008	 319574	 315109	 296907	 321977	 332273	 339015	 320931	 304805	 268143	 315592	 294408	 307388	 310072	 304784	 314034	 276984	 278350	 329423	 302190	 295094	 313833	 302151	 310647	 308571	 319006	 306622	 311943	 284758	 313318	 317322	 284200	 319869	 297004	 323066	 314754	 313147	 344208	 312815	 312607	 298855	 313812	 340987	 288769	 310528	 331005	 278001	 308941	 349050	 309420	 306199	 320703	 303068	 307222	 323840	 276492	 304416	 344372	 323239	 282972	 292136	 295723	 314948	 298677	 318565	 297776	 326289	 302436	 301634	 288178	 303458	 282741	 311686	
 277759	 310425	 304125	 269061	 277038	 274360	 262744	 278617	 281944	 289515	 308895	 273689	 284306	 271964	 303640	 273118	 306661	 293804	 297125	 297640	 253052	 279258	 268106	 257561	 315847	 267713	 274403	 286109	 284449	 273771	 284416	 297468	 307371	 305556	 270321	 303169	 291496	 263567	 314513	 270713	 269790	 302015	 273064	 296596	 294295	 328105	 280321	 264271	 279252	 307896	 289094	 301133	 270941	 298946	 301368	 295940	 301184	 290015	 295232	 294118	 297992	 303033	 286240	 267944	 265808	 288529	 281305	 279237	 273399	 277096	 311144	 264334	 259027	 306463	 282043	 268411	 289845	 281873	 281715	 303642	 300303	 277867	 289414	 248498	 285849	 305155	 266558	 276513	 274485	 292103	 301942	 278113	 316212	 287377	 287369	 275284	 281623	 296030	 269021	 297095	 312052	 261037	 265354	 322558	 283448	 286315	 292426	 301447	 280480	 287134	 262184	 266002	 307277	 280974	 251979	 272619	 273730	 273538	 253364	 285494	 285520	 311846	 283327	 278362	 268438	 281270	 255910	 281068	
 320880	 356079	 344034	 333385	 316746	 325092	 283134	 320999	 345520	 346583	 359208	 314477	 345018	 328313	 349427	 319640	 353727	 325077	 339902	 330759	 299311	 342873	 331076	 304124	 345533	 284236	 313514	 351590	 334691	 345154	 339137	 341066	 343635	 348662	 309408	 353691	 317470	 318528	 379826	 327274	 317407	 347652	 315847	 349292	 332446	 357031	 323655	 318863	 358266	 343467	 333632	 361699	 312496	 338028	 319118	 321373	 325721	 353522	 331680	 320857	 326899	 344420	 354903	 315875	 290211	 311926	 315830	 340015	 329949	 332333	 349548	 302542	 298179	 350214	 309801	 314867	 343246	 323427	 318970	 340301	 354584	 341034	 339199	 304383	 302926	 346275	 314312	 340366	 306115	 327021	 337665	 330782	 366432	 353149	 344723	 310947	 322489	 341624	 308333	 339206	 356047	 294849	 325840	 376463	 335215	 323842	 325960	 346071	 337670	 334325	 309691	 317109	 387563	 364391	 318304	 309008	 325684	 313125	 300658	 344228	 299314	 354819	 323466	 317500	 304573	 311608	 305994	 314826	
 327250	 370280	 348348	 342821	 326671	 344997	 304909	 332488	 337280	 367100	 350360	 315646	 365880	 344594	 360436	 326844	 350864	 352001	 363925	 347537	 301604	 359607	 352355	 310358	 358140	 306126	 334514	 362443	 352575	 341151	 339154	 362838	 363310	 376251	 324356	 351107	 349387	 316787	 379991	 359410	 334322	 347819	 327483	 355840	 360495	 353291	 323219	 348063	 364006	 361353	 348495	 378171	 319517	 348558	 331087	 342183	 328333	 343365	 329704	 340660	 344877	 356329	 356917	 332066	 312137	 349930	 327800	 352531	 340803	 334652	 366635	 324151	 314671	 360294	 330489	 320554	 367107	 331706	 338720	 356463	 370850	 329772	 335879	 314624	 330986	 364294	 324945	 353385	 318343	 343570	 348449	 339090	 397878	 354565	 360956	 322865	 344636	 353498	 314286	 347471	 351743	 304200	 345433	 394683	 361887	 338766	 353668	 354895	 348432	 347046	 324781	 326723	 388788	 379655	 318728	 333272	 330525	 329350	 325027	 358404	 328260	 364864	 357416	 333050	 316158	 337145	 317076	 336616	
 289282	 318909	 326617	 314785	 298729	 315020	 292447	 296654	 306460	 334694	 327974	 292890	 304784	 289621	 342063	 290276	 320486	 313340	 320125	 315476	 278189	 334561	 311645	 289546	 319564	 271006	 312796	 317081	 312728	 316026	 316137	 303813	 319328	 328633	 299352	 321499	 309119	 286792	 340995	 318824	 296401	 321419	 300953	 334195	 326197	 334481	 288072	 306109	 312618	 332329	 297966	 343861	 298593	 319093	 312251	 311477	 307298	 314737	 316989	 314017	 324587	 314899	 328815	 300653	 288482	 321386	 292877	 319837	 309796	 301471	 338811	 287432	 286562	 331048	 284306	 311025	 332108	 296942	 301038	 325906	 316447	 314354	 302691	 282993	 299449	 323078	 303711	 307216	 293868	 310978	 320415	 306018	 338931	 322493	 326460	 297778	 311549	 303043	 291639	 306598	 326218	 276454	 305602	 343982	 320640	 301757	 316939	 321209	 315983	 306651	 299201	 296710	 354055	 325517	 287591	 301814	 289806	 296979	 285075	 313347	 286818	 328340	 306169	 298430	 298116	 298509	 275015	 319689	
 316770	 340572	 332185	 332589	 316362	 328686	 307707	 323653	 318331	 352590	 361647	 321797	 347221	 310930	 355528	 329968	 349632	 350098	 336659	 345014	 299874	 325486	 345617	 302457	 336437	 298696	 311788	 338112	 336581	 341378	 325998	 336029	 329755	 357903	 319106	 354902	 336590	 318153	 358477	 344915	 317520	 321613	 330714	 316962	 351244	 353957	 322678	 324691	 336901	 352425	 345809	 377394	 316058	 344532	 326942	 330230	 331574	 314337	 335042	 337211	 342049	 351372	 343506	 342572	 306892	 331259	 310583	 339537	 342180	 330263	 340444	 298304	 310873	 340607	 315683	 327336	 361683	 334516	 323296	 331111	 347070	 323717	 329515	 306493	 312814	 347088	 311356	 348859	 322323	 357173	 351737	 340029	 366604	 332918	 342532	 319932	 332962	 344681	 312996	 333429	 361733	 290300	 334972	 370281	 331516	 316978	 362554	 336835	 348860	 327210	 316034	 324790	 375036	 342505	 302866	 321276	 313657	 328740	 308482	 342313	 329185	 361146	 337134	 325402	 320309	 321675	 308486	 334363	
 294280	 334930	 347863	 318707	 307768	 314164	 295891	 311794	 323678	 341655	 322183	 298010	 340889	 312374	 343498	 317732	 355489	 330111	 327039	 349932	 304576	 349104	 310421	 313039	 333815	 280928	 313896	 325504	 323354	 323358	 316996	 335082	 333794	 341022	 292573	 355120	 306697	 308721	 346104	 318208	 305791	 335357	 312602	 339039	 314427	 334798	 291500	 313661	 326686	 328395	 308492	 359447	 300828	 342124	 331956	 294419	 304366	 334527	 335383	 315237	 347528	 324397	 331260	 326410	 299019	 330488	 317070	 328674	 316774	 324047	 342614	 289565	 304580	 347881	 325575	 305261	 353486	 305993	 329365	 324949	 321340	 331325	 319927	 289447	 313998	 335343	 313649	 321270	 291611	 315603	 331197	 325403	 343216	 329620	 336726	 307096	 320897	 329642	 297478	 331433	 329682	 293038	 327608	 339908	 328447	 316608	 333114	 331507	 327287	 328468	 320137	 298601	 343981	 353945	 306965	 303495	 301932	 317658	 290999	 329827	 299303	 349662	 321839	 317397	 296279	 318712	 291842	 309353	
 289257	 329176	 356008	 324530	 300492	 342475	 299114	 309494	 327172	 339924	 335262	 294057	 319467	 308903	 357506	 307064	 352308	 344368	 348890	 334808	 290080	 328541	 335772	 293722	 329741	 286780	 340151	 317274	 326342	 333927	 329701	 328944	 358801	 341227	 315864	 348784	 330679	 321287	 352779	 336254	 312747	 321594	 300921	 335816	 337613	 361160	 300117	 329491	 340768	 337993	 329425	 372995	 315951	 340815	 329594	 327165	 342431	 348223	 321824	 313513	 348786	 350269	 351972	 313093	 293181	 346722	 310302	 329103	 329035	 316727	 334312	 312448	 286887	 367373	 306966	 322580	 346765	 314797	 328582	 344113	 342091	 327951	 330384	 300991	 315610	 342289	 297923	 342100	 313296	 335059	 318685	 318458	 358607	 343738	 329534	 320011	 325712	 339009	 298901	 332068	 336052	 292560	 340868	 378116	 344703	 330589	 343951	 357978	 337751	 333695	 315427	 315952	 361777	 345483	 302918	 312862	 323633	 310881	 292083	 343509	 303993	 355460	 321196	 320891	 301998	 329183	 304572	 337786	
 324659	 371687	 345881	 327322	 306553	 335646	 303002	 311329	 329132	 355917	 352759	 306621	 348374	 306776	 352653	 321347	 350036	 338204	 339495	 330851	 306375	 337933	 331093	 325136	 340473	 273226	 343410	 340980	 344731	 344450	 328547	 308852	 364255	 343734	 327165	 337099	 339000	 309013	 368308	 322371	 315429	 322931	 317939	 337182	 344657	 353995	 317657	 335512	 335955	 359916	 321455	 375884	 328501	 334758	 327966	 335155	 332748	 332460	 328597	 317053	 344861	 353187	 350090	 316789	 316907	 334268	 314283	 342440	 339375	 304054	 349019	 311121	 291728	 370045	 322084	 329659	 358392	 322226	 324142	 343383	 354435	 320813	 328742	 285082	 335633	 338699	 316508	 344521	 299612	 331864	 330964	 328309	 363768	 341955	 341338	 313178	 326290	 334723	 301739	 339512	 371932	 299165	 326464	 379773	 332749	 335546	 345494	 331439	 330338	 311083	 286653	 314280	 390860	 339391	 303324	 318579	 325918	 332521	 318193	 321435	 317814	 349578	 330350	 320059	 315731	 316034	 284997	 342976	
